lon,lat,dist,ir,opt
190.2954,-1.4029,18.483,0.8379,0.1549
117.2861,1.3621,17.51,0.5041,0.1347
131.9612,7.32,19.954,0.3482,0.2965
191.0751,1.384,18.511,0.8146,0.2294
177.4099,-1.8656,18.316,0.9659,0.2389
99.7935,-2.6104,16.632,0.5423,0.2355
108.71,0.7974,15.941,0.476,0.1715
93.9578,5.1452,16.067,0.328,0.2451
268.6394,-1.423,14.644,0.3921,0.0769
183.558,3.554,18.326,0.8429,0.6644
61.6427,2.1694,13.52,0.2821,0.2198
197.8299,-8.7217,16.766,0.3159,0.0815
123.7433,6.5284,18.87,0.3358,0.2834
189.1274,-7.0673,18.445,0.5271,0.3639
255.5736,5.2667,15.326,0.3084,0.2655
148.6193,-4.0974,20.031,0.4937,0.0857
148.5356,2.3235,20.04,0.636,0.2528
180.0922,-4.5359,18.305,0.8437,0.1907
102.5614,3.7286,16.82,0.3443,0.2726
147.4464,-0.2666,20.168,0.8476,0.2603
189.986,2.949,18.473,0.6955,0.2453
106.705,0.1589,16.065,0.5622,0.2032
185.2214,3.6666,18.351,0.806,0.5776
234.8547,2.1708,17.927,0.5962,0.3995
202.7926,4.1712,19.196,0.5288,0.2859
161.8882,9.7445,15.021,0.36,0.2192
156.4501,-5.5806,19.258,0.4932,0.1553
187.8968,-6.5308,18.41,0.5685,0.4611
198.417,2.9911,18.882,0.621,0.1124
251.9756,-0.1092,15.863,0.7385,0.6584
70.3388,-0.38,14.41,0.3807,0.2508
152.9401,-1.497,19.573,0.8343,0.2246
201.3218,7.5966,19.082,0.3755,0.2242
163.8526,6.0745,18.747,0.5353,0.2872
249.6976,-1.8968,15.26,0.5435,0.5786
148.683,1.0004,20.023,0.7779,0.1422
66.2087,-0.7027,13.804,0.3746,0.2431
158.6666,-0.7835,19.083,0.8995,0.1105
150.6701,9.3647,15.624,0.3202,0.2078
146.7709,-3.7161,20.25,0.5272,0.089
173.7259,-7.3229,18.371,0.6222,0.3204
91.9463,-2.3579,15.612,0.4754,0.3766
180.8371,-2.8252,18.306,0.9476,0.2648
124.8936,-1.6217,19.387,0.6503,0.1975
258.9894,-1.729,14.626,0.407,0.1974
146.6928,4.3707,20.26,0.4666,0.2648
45.4699,-1.4948,13.522,0.3015,0.197
166.3077,0.4558,18.622,0.8702,0.4685
220.782,3.1638,19.49,0.5422,0.1776
194.5323,5.6996,18.662,0.4766,0.3409
119.0352,0.6269,17.542,0.5848,0.197
228.3843,-8.7849,16.647,0.2928,0.1923
196.1905,-4.2987,18.749,0.5913,0.2888
215.3493,6.773,20.521,0.3569,0.2379
208.0309,5.5473,19.669,0.4915,0.2602
119.478,-2.6733,17.801,0.5509,0.2596
230.9374,1.049,17.415,0.7162,0.2729
162.9288,7.5227,18.799,0.4273,0.3281
235.9595,2.3072,18.057,0.5704,0.3387
154.1656,-0.376,19.457,0.8697,0.2549
149.1882,-4.3768,19.966,0.4744,0.0944
224.0892,-8.7995,16.619,0.2825,0.1607
220.364,0.8026,19.688,0.7628,0.1627
205.9239,-1.1935,19.466,0.8045,0.2959
174.0799,3.3341,18.364,0.8519,0.6781
143.344,4.7551,20.699,0.443,0.303
194.7704,-7.7225,18.674,0.398,0.1228
169.6647,5.9607,18.485,0.6138,0.4633
203.0567,-3.6032,19.217,0.6205,0.1587
119.8438,1.7497,17.986,0.6387,0.2577
209.3809,-5.4776,19.809,0.4777,0.226
168.6974,1.7327,18.52,0.8225,0.3125
183.1495,9.1993,15.903,0.687,0.3818
252.9166,2.7217,15.933,0.4855,0.4444
168.1516,-1.8768,18.541,0.8476,0.1832
146.399,-7.0501,20.297,0.3871,0.1775
94.6535,-1.883,16.332,0.5008,0.3395
219.3521,4.2673,20.285,0.4695,0.2206
97.1953,3.2736,15.645,0.3106,0.2002
171.2856,-4.0027,18.433,0.7948,0.3524
134.8877,2.254,20.069,0.5505,0.2559
248.8763,5.6458,15.856,0.2912,0.1455
229.4084,-4.6201,18.179,0.4467,0.2629
139.088,-6.5023,21.332,0.4245,0.2985
165.4537,2.483,18.663,0.7737,0.3927
252.7892,5.4441,15.845,0.3078,0.2531
149.8611,0.7322,19.891,0.7921,0.1627
147.8041,3.3158,20.126,0.5445,0.249
168.3061,-8.4278,17.347,0.4566,0.414
244.3213,0.1785,15.548,0.6478,0.4544
186.4153,-8.6201,16.962,0.5017,0.4073
188.221,-5.4321,18.419,0.6404,0.4365
215.7116,-1.098,20.57,0.788,0.1003
269.0995,2.8662,14.58,0.2962,0.1722
61.0615,-5.509,13.36,0.2894,0.1908
242.453,6.2376,16.253,0.3105,0.1825
105.1384,-0.9825,16.375,0.5453,0.2864
122.3038,8.1511,17.931,0.2746,0.2107
282.7865,2.5167,14.117,0.3259,0.191
270.9502,-1.0694,15.163,0.3289,0.1172
224.6265,5.9328,18.0,0.3955,0.2406
162.1151,7.419,18.848,0.4375,0.29
261.5584,3.1535,14.378,0.4277,0.1968
191.1762,-3.6129,18.515,0.6878,0.2009
53.0535,-1.2982,13.542,0.2789,0.1298
172.7044,2.5108,18.394,0.8451,0.4127
238.6119,2.9781,16.63,0.4828,0.2606
219.1115,-2.9259,19.86,0.6121,0.2022
147.9026,7.209,20.114,0.3414,0.1924
208.5088,0.1113,19.718,0.839,0.3279
179.2097,-1.7013,18.306,0.9608,0.2178
220.0411,-4.112,19.891,0.5437,0.2215
179.5605,-1.7117,18.305,0.9579,0.2008
194.9484,7.16,18.683,0.4108,0.282
172.218,6.1666,18.407,0.6904,0.5308
246.5883,-0.5301,16.237,0.6331,0.4537
206.1966,-5.096,19.491,0.5131,0.0936
151.4459,-0.0031,19.722,0.8915,0.3173
184.3215,-2.8169,18.336,0.87,0.1902
116.2438,-0.3103,17.34,0.5783,0.1864
346.9073,-1.1814,10.291,0.3056,0.1761
202.1344,-4.7023,19.144,0.5481,0.1377
223.6897,3.0506,17.587,0.5568,0.1915
147.8957,-3.0031,20.115,0.6151,0.0893
232.7418,-1.5085,18.239,0.7337,0.2766
180.8273,5.8328,18.306,0.6798,0.5555
244.9456,-5.2873,15.677,0.3658,0.2385
73.4612,1.1563,13.748,0.3778,0.352
155.3613,1.447,19.35,0.7886,0.3717
253.4548,3.0947,16.225,0.512,0.4185
218.1149,6.6104,20.906,0.405,0.2541
114.0801,0.3376,16.855,0.5511,0.1515
271.1828,3.5362,15.07,0.2981,0.2155
236.1886,-3.6953,17.958,0.4959,0.3112
207.833,-8.8125,16.595,0.3165,0.2464
221.8816,-3.29,18.341,0.5869,0.2069
120.9142,6.3951,18.348,0.2957,0.2406
80.9324,1.07,14.652,0.3641,0.3902
242.8839,-6.2939,16.267,0.3104,0.1976
176.1214,-7.4389,18.33,0.608,0.1883
192.7834,-9.71,15.074,0.3397,0.2111
225.4208,0.4382,18.584,0.7613,0.3011
156.9413,-0.6566,19.217,0.8678,0.1179
68.3949,-4.1245,13.475,0.293,0.1853
109.8609,-0.4998,16.207,0.5693,0.2586
195.1865,-4.7878,18.695,0.5669,0.2754
175.73,-3.4855,18.336,0.8894,0.3829
279.2422,0.258,14.537,0.3051,0.1864
170.641,-9.196,15.908,0.4623,0.409
80.2463,1.3953,14.531,0.3227,0.3867
176.9629,-1.1324,18.321,0.9483,0.2157
249.197,1.3628,15.859,0.6329,0.4906
238.8544,-1.7549,16.317,0.6155,0.3518
208.3548,6.1099,19.702,0.4427,0.2542
236.2016,2.7905,17.93,0.5212,0.3154
168.5393,7.0984,18.526,0.5041,0.3908
83.3643,0.247,15.071,0.4016,0.3796
82.8066,-3.9571,15.262,0.362,0.2452
161.8939,6.0528,18.862,0.4887,0.2805
258.9153,2.907,14.825,0.399,0.2277
231.6256,0.9609,17.797,0.7293,0.408
161.6908,6.5506,18.875,0.473,0.272
149.1575,0.5554,19.969,0.7789,0.1087
248.6499,3.1447,15.923,0.4367,0.2179
231.0103,4.7515,17.372,0.4485,0.2171
258.0413,8.2719,14.925,0.2883,0.1746
183.2967,4.135,18.323,0.8137,0.7088
177.6874,-0.1426,18.314,0.9452,0.2991
114.4084,1.3493,16.722,0.4759,0.1143
130.2307,-6.9202,20.577,0.349,0.2359
117.807,2.8902,17.488,0.3993,0.1701
193.4688,1.095,18.611,0.8005,0.1132
182.0864,-4.8636,18.312,0.8367,0.3459
236.7091,7.1638,18.279,0.3381,0.1609
229.3405,4.2835,18.363,0.4528,0.2268
214.1711,2.2714,20.368,0.654,0.3562
120.884,-0.9589,18.371,0.6206,0.1738
170.617,2.4314,18.453,0.8315,0.5147
174.0366,-3.5355,18.365,0.864,0.4612
247.9693,-3.066,15.76,0.507,0.4272
202.6223,-4.1198,19.182,0.5806,0.1466
50.5412,-2.9478,13.093,0.2842,0.2251
210.0537,-6.4818,19.882,0.428,0.2211
227.9884,0.8501,17.619,0.7271,0.2384
93.7741,0.641,16.204,0.513,0.3563
210.7121,-0.2126,19.955,0.8149,0.2088
181.9324,2.9684,18.311,0.892,0.5076
220.8652,3.192,19.424,0.5403,0.168
191.2247,-6.5606,18.517,0.5351,0.174
249.5192,-1.4905,15.542,0.5614,0.556
244.438,-0.2155,15.666,0.6556,0.4766
122.5932,-6.5425,18.459,0.3118,0.1769
140.9106,-1.251,21.05,0.7041,0.0812
68.2549,-4.4565,13.766,0.2765,0.1749
340.4598,7.731,10.612,0.3954,0.2023
177.0524,-5.1779,18.32,0.8023,0.1901
102.2913,-4.335,16.619,0.4316,0.3587
215.288,6.9734,20.513,0.3529,0.2382
180.2344,-4.1798,18.305,0.8658,0.2329
153.1698,0.7808,19.551,0.87,0.6358
266.0663,4.4613,14.328,0.3062,0.2349
217.5662,2.8645,20.827,0.58,0.2812
77.9802,-0.3171,13.924,0.3645,0.3663
147.6538,2.5172,20.144,0.6081,0.2698
239.8843,-1.3635,16.802,0.6337,0.3563
169.2846,-3.2046,18.498,0.7925,0.2978
49.6244,0.1509,12.915,0.2858,0.2172
159.4812,-8.3319,17.545,0.3586,0.1526
215.0281,1.8426,20.479,0.695,0.3322
159.4457,0.6044,19.026,0.8571,0.2389
100.0293,4.4505,16.52,0.2995,0.2645
162.6565,-2.9971,18.816,0.7179,0.1203
284.2711,0.5776,14.304,0.281,0.2877
262.7591,5.7187,14.048,0.2876,0.2135
209.3532,-2.4817,19.806,0.6864,0.1532
166.377,5.3186,18.618,0.613,0.3903
213.6892,4.305,20.308,0.5009,0.3277
197.2571,2.1579,18.81,0.6903,0.1263
180.071,-0.1245,18.305,0.9258,0.211
192.1974,2.346,18.556,0.7242,0.191
200.6016,-2.323,19.03,0.7669,0.2704
129.6619,4.3538,20.143,0.4186,0.4355
146.1202,6.6253,20.331,0.3461,0.1924
174.5859,1.6929,18.354,0.9145,0.4834
235.5641,-3.3111,17.471,0.5407,0.2818
158.9768,-1.2043,19.06,0.8848,0.1327
248.8706,-2.9453,15.862,0.5421,0.4081
83.8933,-4.695,14.865,0.4107,0.2035
202.6012,-5.9907,19.181,0.4782,0.1827
259.6677,-5.6011,14.878,0.3433,0.2177
254.9333,-2.2221,15.541,0.4266,0.2503
244.4338,2.2178,15.666,0.5219,0.1925
240.0047,-0.2296,16.619,0.6851,0.3818
195.5926,-0.3653,18.717,0.7966,0.1305
166.1501,-9.3246,15.691,0.3867,0.319
180.402,6.1417,18.305,0.6476,0.5451
201.8338,-2.1416,19.121,0.7834,0.2776
169.5379,4.7755,18.489,0.6789,0.5259
286.0783,2.9919,14.213,0.3232,0.223
252.4567,-4.2166,16.072,0.3563,0.2474
183.0365,-0.2263,18.321,0.9346,0.2466
161.8103,-0.592,18.867,0.8944,0.2342
234.1119,-5.7621,18.124,0.3879,0.2345
134.0584,-3.0615,19.559,0.5905,0.2621
111.306,-2.3595,16.359,0.5888,0.3397
216.135,1.6702,20.627,0.6988,0.2286
256.2134,0.3488,15.237,0.5801,0.2621
239.4675,2.5815,16.683,0.5239,0.3383
128.8067,4.4627,20.379,0.3895,0.4181
230.8551,5.3334,17.398,0.4206,0.2052
190.9502,-0.4826,18.507,0.8774,0.2146
202.7078,1.573,19.189,0.7332,0.2288
134.213,-0.3892,19.545,0.717,0.1331
121.0369,-4.8723,18.501,0.4037,0.2777
165.0118,-2.296,18.685,0.8203,0.3109
234.8221,-1.9639,17.883,0.6411,0.1306
137.6206,-3.7774,21.57,0.5355,0.2287
174.881,-5.1525,18.349,0.8021,0.399
261.5926,-0.7165,14.413,0.4208,0.1969
226.3983,-4.1614,18.237,0.4952,0.2014
221.1484,2.0774,19.455,0.6463,0.2737
219.7113,-4.0926,20.244,0.5488,0.2169
167.6405,-5.0382,18.562,0.6603,0.3782
181.1241,-6.4118,18.307,0.6783,0.2465
103.981,-3.6116,16.947,0.4496,0.3696
218.8473,5.244,20.22,0.4322,0.2314
187.2395,2.9091,18.393,0.7687,0.2331
95.1965,-7.58,15.638,0.3492,0.228
177.2628,6.6726,18.318,0.6583,0.5867
70.0608,1.7159,14.038,0.3307,0.234
205.7774,-7.3311,19.452,0.3924,0.2259
279.8615,-0.6169,15.05,0.3222,0.2053
198.6341,-5.0711,18.896,0.5162,0.139
227.1561,2.095,17.088,0.6307,0.2932
170.7635,7.0486,18.448,0.5847,0.4084
200.0666,-7.764,18.819,0.3386,0.0982
148.5012,-3.3625,20.044,0.5668,0.0893
228.0376,3.2326,17.591,0.5155,0.2684
231.4031,-4.7775,17.571,0.4556,0.2055
258.8099,3.7435,14.677,0.3524,0.2308
201.4145,-2.8651,19.089,0.7057,0.225
299.537,4.1059,13.663,0.3213,0.2506
178.4048,8.8899,16.452,0.4591,0.3583
194.0623,4.4925,18.639,0.5565,0.3397
85.0686,3.0408,15.162,0.2903,0.3284
334.0984,-5.224,11.168,0.2903,0.1819
108.7467,3.6874,15.943,0.3415,0.2127
128.2254,-0.8356,20.68,0.6774,0.1468
165.3858,1.8865,18.666,0.8092,0.3779
66.391,-0.3357,13.666,0.376,0.2496
176.3342,-4.6072,18.328,0.8433,0.3012
183.4025,-0.4873,18.324,0.9322,0.2366
94.771,1.7061,16.261,0.408,0.2175
249.7485,5.3586,15.249,0.3227,0.2128
95.9396,-6.6055,15.887,0.3722,0.2807
215.6426,-7.1534,20.416,0.3297,0.1861
169.8082,-2.7046,18.48,0.8327,0.2789
214.2519,0.612,20.379,0.7837,0.1462
206.5109,-7.1211,19.52,0.3912,0.2328
161.4242,-6.348,18.892,0.4765,0.1851
173.6223,6.436,18.373,0.658,0.5384
45.0944,2.8912,13.285,0.3837,0.3696
235.7247,-7.1457,17.498,0.3106,0.1647
203.9739,-8.9925,16.265,0.3184,0.1985
67.4183,-3.0506,13.541,0.3375,0.2033
106.4803,2.515,16.261,0.391,0.1724
278.0462,0.1031,15.052,0.287,0.1874
225.7196,1.3849,18.693,0.7054,0.2713
4.0165,-5.986,10.378,0.3479,0.1919
93.9602,-4.6748,16.064,0.3641,0.3197
174.8464,-8.0768,18.095,0.5605,0.2405
230.409,-5.9641,17.551,0.3931,0.1443
106.5204,-0.2608,16.212,0.5591,0.2349
163.2508,3.2625,18.781,0.6844,0.4033
216.0303,3.0339,20.613,0.5739,0.3168
164.9672,7.1322,18.687,0.5703,0.3174
228.8076,-1.1655,18.182,0.7428,0.2411
66.9622,-1.9524,13.175,0.4889,0.232
263.4935,-3.0805,14.53,0.3053,0.2103
234.8171,-0.8888,17.876,0.7183,0.1168
71.0276,-1.042,14.32,0.4365,0.1675
236.3073,-7.7205,17.587,0.2764,0.1394
225.3896,2.4016,18.596,0.6117,0.2759
39.2676,3.2482,13.714,0.2987,0.1397
162.06,-2.9314,18.852,0.7238,0.1175
175.8145,5.4747,18.334,0.7543,0.7517
66.6035,-3.4209,13.479,0.3217,0.2182
80.7333,-3.28,14.53,0.3294,0.2512
214.0518,7.0099,20.353,0.346,0.2243
169.52,5.0307,18.49,0.6614,0.5115
184.6416,-7.1124,18.341,0.5987,0.4704
235.1387,-2.8484,17.68,0.5865,0.2592
201.9247,1.183,19.128,0.7834,0.2987
156.3551,-0.2515,19.265,0.8671,0.1559
183.4463,-3.8224,18.325,0.8608,0.3175
58.7286,-1.4425,13.029,0.2843,0.2193
208.8036,-6.9079,19.748,0.4163,0.2382
137.032,-0.9855,21.669,0.7883,0.1062
208.1576,-1.4957,19.682,0.78,0.1297
164.2129,0.0413,18.727,0.8975,0.3551
240.5017,-5.5433,16.246,0.4384,0.1878
229.8948,6.5688,17.656,0.3675,0.1815
157.7429,0.7364,19.153,0.8303,0.1117
43.6063,-1.1838,14.768,0.2762,0.2094
112.3239,5.5758,16.844,0.2833,0.1969
144.2066,-2.5342,20.581,0.6157,0.0591
166.5811,4.4814,18.609,0.6704,0.3944
110.9776,0.1769,16.943,0.5634,0.2401
90.1661,-5.2237,14.798,0.3931,0.2349
61.6575,-1.2444,13.504,0.288,0.3038
209.7825,7.3619,19.841,0.3737,0.204
52.2962,-3.5491,13.279,0.3086,0.1569
188.2437,-8.5715,17.058,0.4253,0.2844
196.1409,-1.8241,18.746,0.7902,0.3918
16.9673,-2.5201,11.452,0.2987,0.2017
195.9732,-8.506,17.188,0.3725,0.102
156.383,-3.4369,19.263,0.6584,0.1361
221.6171,-5.3698,18.374,0.4229,0.2052
260.6643,6.0524,14.65,0.2893,0.243
140.0352,1.2659,21.183,0.6697,0.1973
100.8346,0.8259,16.57,0.4719,0.1419
107.8221,-6.7876,15.999,0.3187,0.3111
136.181,8.0454,18.165,0.2884,0.2333
233.2526,-5.996,17.554,0.3581,0.1894
112.0451,5.5677,16.682,0.2772,0.1855
110.6219,-3.6981,16.549,0.6859,0.3609
153.6106,-4.5315,19.509,0.512,0.1268
163.4836,-0.0687,18.767,0.8939,0.2987
105.5918,0.5558,16.259,0.5018,0.1765
68.5991,-4.0671,13.613,0.291,0.1808
187.5774,5.6156,18.401,0.5833,0.4318
215.6124,-4.685,20.556,0.4988,0.2651
98.5713,2.4726,16.396,0.3873,0.1912
259.3182,-1.5465,14.844,0.4086,0.2222
290.6033,0.1213,13.79,0.3525,0.3191
74.8826,2.2564,13.954,0.3173,0.3175
126.5763,2.2784,20.072,0.5347,0.3635
87.6961,1.5896,15.07,0.3563,0.3887
255.2327,-1.9401,15.508,0.4398,0.225
38.5637,-7.6189,21.229,0.2762,0.1824
191.8703,3.4381,18.542,0.631,0.2545
220.2689,1.9548,19.774,0.6759,0.2919
145.4697,5.1027,20.414,0.4071,0.2518
116.8925,-0.1742,17.377,0.579,0.1212
154.5222,1.4397,19.425,0.7975,0.5141
183.2975,3.1019,18.323,0.8723,0.5514
157.4531,8.9323,16.374,0.3354,0.1905
166.4091,7.9665,18.344,0.4383,0.2556
282.1927,-0.9156,14.253,0.2834,0.1552
160.8917,-1.6262,18.927,0.8582,0.2881
299.7842,4.6389,13.693,0.3966,0.2717
211.433,3.3363,20.037,0.5839,0.3553
120.3279,-4.9995,17.877,0.3804,0.3021
144.5909,-6.1347,20.529,0.4238,0.1786
131.0628,2.14,20.234,0.534,0.3579
181.7809,-8.1694,17.891,0.5239,0.3093
178.4477,-0.3707,18.309,0.9512,0.3096
190.5686,-5.3561,18.493,0.5528,0.2048
205.3661,8.652,16.9,0.3088,0.1733
253.7333,-1.2421,16.155,0.5988,0.4209
209.9923,-1.1389,19.875,0.7753,0.1053
214.1657,-1.6232,20.368,0.7492,0.1291
150.1603,1.51,19.858,0.7411,0.2724
223.336,-1.918,18.309,0.7033,0.2345
214.0136,6.1965,20.348,0.3734,0.2395
89.8592,-2.4758,15.497,0.3971,0.2105
196.3052,-0.44,18.755,0.8063,0.1585
186.0793,-2.8836,18.367,0.824,0.2205
95.5424,0.8088,16.052,0.4205,0.2051
155.3756,-5.4981,19.349,0.4783,0.1668
172.553,-8.7606,16.693,0.5356,0.348
76.7632,-1.5006,14.0,0.4537,0.3013
87.9198,3.5178,15.084,0.4132,0.3582
185.2205,2.9295,18.351,0.8472,0.4984
182.7127,-7.655,18.317,0.5726,0.3587
151.5455,0.93,19.712,0.8323,0.4009
78.294,-4.2718,14.079,0.3974,0.2504
229.8877,7.4663,17.645,0.3313,0.157
166.1764,1.6477,18.628,0.8277,0.4139
201.5625,-5.1034,19.1,0.5168,0.15
182.0494,0.4319,18.312,0.9178,0.102
260.8527,-2.8735,14.61,0.357,0.1834
76.6916,-0.1619,13.957,0.3931,0.358
181.4542,-2.0122,18.309,0.9683,0.2982
131.5611,-1.6424,20.195,0.702,0.2149
208.7751,7.433,19.652,0.3633,0.2096
288.0452,6.0763,13.425,0.2753,0.234
148.3717,3.8205,20.059,0.5134,0.2334
196.2602,1.8892,18.753,0.7038,0.1016
148.3132,-9.4307,15.516,0.3103,0.2092
184.4115,1.4717,18.338,0.925,0.3428
204.4083,-2.2662,19.33,0.7598,0.1906
54.2768,-3.1833,13.069,0.2767,0.1339
116.2345,-4.9336,17.333,0.4338,0.4597
169.4428,-1.0605,18.493,0.8933,0.2375
132.005,1.5147,20.686,0.5918,0.1802
151.6217,-1.1227,19.704,0.8704,0.2883
214.4481,1.8111,20.404,0.6944,0.3279
182.6155,-3.9011,18.317,0.8773,0.4043
104.5755,-5.6418,16.959,0.3459,0.3846
178.4537,7.903,18.309,0.5249,0.4303
250.9297,-3.572,15.25,0.3914,0.2976
141.3113,-5.5887,20.99,0.4171,0.2233
281.4814,3.2026,14.979,0.3102,0.1993
6.2123,-6.075,10.488,0.2757,0.1874
64.9929,-0.5049,13.318,0.373,0.2103
241.9299,6.8348,16.197,0.3186,0.1744
187.219,-9.4363,15.507,0.4386,0.3149
282.5237,1.1085,14.185,0.3016,0.1897
283.8074,4.9667,14.109,0.2898,0.2625
117.1259,4.2026,17.468,0.3239,0.1574
160.5268,2.1435,18.951,0.7617,0.4182
201.8457,-2.8267,19.122,0.6999,0.2228
169.2134,-6.1448,18.501,0.632,0.4138
143.3634,6.2356,20.696,0.3682,0.3111
127.3672,-2.4124,19.98,0.6206,0.0841
176.3725,-4.7075,18.327,0.8377,0.2896
247.91,2.9367,15.684,0.4243,0.2142
172.5104,9.9225,14.754,0.4534,0.2849
76.9768,0.6539,14.139,0.3562,0.4011
110.5513,-1.2677,16.437,0.5912,0.3235
250.8222,-2.7614,15.284,0.4365,0.3379
239.2466,5.6846,16.614,0.4043,0.227
105.8999,-2.5378,16.33,0.5705,0.4266
183.1683,1.1541,18.322,0.956,0.2288
134.7152,-6.6801,20.832,0.342,0.2605
224.4707,-8.4939,17.213,0.3394,0.1717
223.7654,1.8279,17.564,0.6797,0.3561
165.772,-1.2846,18.647,0.8699,0.3067
187.5117,0.5821,18.4,0.8335,0.1503
158.08,1.9021,19.127,0.7522,0.1938
178.6442,-6.0234,18.308,0.7221,0.3145
146.8141,6.9852,20.245,0.3371,0.214
159.7736,1.8435,19.003,0.7729,0.329
98.4308,3.6939,16.443,0.3088,0.232
134.5287,0.1106,20.31,0.6927,0.1385
235.2454,3.0474,17.685,0.5191,0.2996
110.4626,-4.695,16.3,0.5062,0.4046
198.6389,0.4993,18.896,0.8057,0.1975
258.543,-4.2145,14.671,0.2937,0.1755
92.207,1.0541,15.74,0.4254,0.3892
239.9699,-6.873,16.668,0.4269,0.1544
183.7596,7.6229,18.329,0.512,0.4557
182.4912,-8.9798,16.288,0.4414,0.3889
226.3925,4.8945,18.247,0.4277,0.2223
128.1769,-1.4495,20.691,0.6807,0.1246
171.0324,2.2356,18.44,0.8457,0.4935
181.7499,3.073,18.31,0.8878,0.5262
229.7408,-5.398,17.664,0.4099,0.2138
165.333,5.2143,18.669,0.6247,0.3588
103.2502,-5.6148,16.727,0.3717,0.3553
126.2313,-4.0698,19.635,0.4645,0.1355
71.1573,1.5385,14.386,0.3306,0.3023
153.4005,0.2542,19.529,0.9001,0.4779
273.5452,-3.5924,15.234,0.4778,0.2497
250.1135,-4.1205,15.026,0.3451,0.2896
235.249,1.3029,17.69,0.6859,0.3055
178.7697,0.0005,18.308,0.9499,0.3712
215.1513,5.7839,20.495,0.3853,0.2608
250.3788,-2.0178,14.936,0.5137,0.4972
105.9526,-4.092,16.154,0.4761,0.43
88.5663,-1.6204,15.189,0.4172,0.1897
157.9652,-4.1845,19.136,0.5677,0.0893
199.5975,-3.9541,18.959,0.5923,0.1336
131.378,5.2179,20.252,0.4099,0.3189
266.446,-5.1598,14.213,0.2778,0.1752
140.9602,7.2971,20.016,0.3144,0.2056
214.8474,-2.346,20.455,0.689,0.2027
213.866,-4.4154,20.33,0.5416,0.2779
206.5729,0.169,19.526,0.8301,0.3406
199.6841,8.9981,16.255,0.4077,0.2101
99.2173,-2.5388,16.58,0.5011,0.2468
182.606,-4.749,18.316,0.8329,0.4017
208.5914,-1.0627,19.726,0.8061,0.138
141.9155,3.0785,20.901,0.5479,0.3827
200.3369,-0.1456,19.011,0.8639,0.3224
145.2463,3.8905,20.443,0.4992,0.3116
185.7402,1.2915,18.36,0.9011,0.226
168.5447,-5.3328,18.526,0.6588,0.4026
88.441,1.8282,14.972,0.354,0.3656
177.6778,3.2112,18.314,0.8937,0.8033
187.9565,-5.9051,18.411,0.6128,0.484
256.2713,4.4516,15.321,0.3431,0.3076
240.5563,-4.4215,16.216,0.4416,0.235
179.5118,-4.0391,18.305,0.8663,0.1691
238.0719,-2.9337,16.858,0.517,0.2779
174.3984,2.9139,18.358,0.8757,0.6791
108.3592,-1.3606,15.906,0.5601,0.3325
142.8928,-3.5563,20.762,0.5549,0.1407
236.7275,-0.3275,18.241,0.7179,0.0845
143.106,0.8255,20.732,0.7301,0.2125
195.686,-7.5971,18.722,0.4091,0.1275
313.9232,1.5583,16.717,0.2995,0.2141
109.5628,-4.4265,15.876,0.4564,0.355
83.0145,-4.7147,15.182,0.3925,0.2276
182.0679,-2.1789,18.312,0.9626,0.3561
169.9903,-6.9354,18.473,0.6217,0.4562
182.3501,-3.8784,18.314,0.8832,0.4249
285.0062,2.8191,14.444,0.2882,0.1944
125.4883,3.083,19.987,0.4418,0.4119
226.9339,-0.0187,17.086,0.7687,0.22
265.6822,2.5334,14.574,0.3638,0.2763
73.7199,-6.6692,14.015,0.4333,0.2712
288.8188,3.4199,13.386,0.2774,0.1975
60.9925,0.3089,13.258,0.2867,0.2315
91.7051,-1.6579,15.637,0.4864,0.3743
198.431,-1.4456,18.883,0.8208,0.2413
183.2937,-5.6773,18.323,0.7551,0.479
222.6829,6.1307,18.863,0.3779,0.1989
184.4002,-9.8517,14.859,0.391,0.3688
163.692,-3.5321,18.756,0.702,0.1721
155.6093,8.9516,16.339,0.3356,0.1566
116.2407,-0.5922,17.338,0.588,0.2051
231.5027,6.9594,17.585,0.3401,0.1704
181.2869,-5.4147,18.308,0.7789,0.3008
170.9855,-3.2106,18.442,0.8222,0.3516
177.5092,-6.3654,18.315,0.6939,0.2441
137.8311,5.2207,21.535,0.4098,0.3192
130.0717,3.2532,20.482,0.4539,0.4464
76.2183,-0.2415,14.087,0.386,0.3487
202.2165,-0.0554,19.15,0.8608,0.3039
236.3365,2.1351,17.547,0.5776,0.3255
269.6213,1.9678,14.94,0.3303,0.1562
149.0957,6.759,19.976,0.3582,0.1855
173.615,-0.2272,18.373,0.9265,0.3342
181.6621,-1.5147,18.31,0.9509,0.2311
91.6618,-6.1611,15.495,0.2935,0.2715
235.8956,-6.9705,17.913,0.3184,0.1697
135.2582,1.1463,20.088,0.6284,0.2145
140.6111,1.1325,21.095,0.6933,0.2479
213.2726,-2.265,20.256,0.7127,0.1963
234.0402,1.6994,17.909,0.6523,0.4165
270.2837,3.9439,15.652,0.2782,0.1799
203.3024,1.9637,19.237,0.6854,0.1483
131.9704,-1.7573,20.64,0.6899,0.1885
181.5261,-8.8533,16.519,0.4703,0.3268
137.5083,-7.3168,19.963,0.3554,0.2968
219.2,3.8279,20.332,0.499,0.2316
136.6776,-7.4048,19.727,0.342,0.277
150.9918,8.4823,17.236,0.3357,0.2098
