lon,lat,dist,ir,opt
181.4277,-5.9368,18.308,0.723,0.281
184.147,4.1338,18.334,0.7958,0.7289
109.5136,3.0879,15.872,0.3753,0.211
219.2694,6.1463,20.332,0.4112,0.2376
169.8635,7.377,18.478,0.5458,0.39
192.4774,-9.5961,15.251,0.3436,0.2066
231.0071,4.3395,17.376,0.4648,0.227
51.5916,-1.0919,13.177,0.2806,0.1826
169.8362,4.8772,18.479,0.6786,0.51
241.459,-5.2735,16.026,0.3324,0.1896
241.1735,-0.6022,15.985,0.6647,0.3412
164.5208,-1.9971,18.71,0.8435,0.3149
176.8563,-3.9303,18.322,0.876,0.2276
167.7138,-8.8463,16.532,0.4165,0.3858
214.907,1.3809,20.463,0.7331,0.2376
184.8679,2.1904,18.345,0.8876,0.4582
98.3986,2.8069,16.402,0.3508,0.2221
308.8849,-3.1524,13.216,0.3666,0.284
89.0884,2.0095,14.898,0.34,0.3442
120.0445,-1.1696,17.69,0.6233,0.2237
161.7717,-0.1361,18.87,0.9003,0.2418
117.6322,-4.2091,17.636,0.4684,0.3739
152.5285,0.217,19.613,0.9097,0.4775
198.6416,9.5831,15.272,0.3479,0.2385
102.2103,-5.14,16.459,0.3938,0.3753
187.8579,-1.3185,18.409,0.7866,0.1079
175.759,-1.9757,18.335,0.9492,0.2447
192.783,7.156,18.581,0.4709,0.246
189.5456,0.7885,18.458,0.8403,0.235
135.2862,1.5532,20.091,0.6008,0.2165
167.7613,2.7328,18.557,0.773,0.3389
65.735,2.3318,13.868,0.2877,0.1591
135.0635,-0.2799,20.113,0.7235,0.1661
172.3798,-5.4336,18.402,0.7334,0.3977
281.7849,4.923,14.687,0.2909,0.2412
199.2213,2.8858,18.934,0.6096,0.1213
211.0564,3.9839,19.993,0.5269,0.3394
96.6162,-0.607,15.864,0.4967,0.1719
254.1264,-2.1267,16.326,0.4701,0.3279
162.4564,-9.9195,14.759,0.3187,0.1429
83.3172,-4.9651,15.039,0.4031,0.2096
190.6138,3.689,18.495,0.6276,0.2944
102.4759,-3.6443,16.84,0.4778,0.3418
173.8143,-2.8863,18.369,0.8845,0.4442
214.3809,4.4942,20.395,0.4833,0.3224
164.7163,-3.1847,18.7,0.7404,0.2322
112.1097,-1.2376,16.706,0.5885,0.3738
180.3132,-6.1168,18.305,0.7024,0.2925
244.6395,0.9594,15.578,0.612,0.4156
196.7406,9.0715,16.125,0.3078,0.209
123.5762,3.7425,18.727,0.4307,0.4363
68.6433,1.0542,13.679,0.3656,0.2084
140.4138,6.1951,21.125,0.3734,0.3149
136.4902,-0.426,21.762,0.7215,0.1208
260.8058,-0.6965,14.63,0.4574,0.2415
166.9758,2.1824,18.591,0.8034,0.3231
189.877,0.2911,18.469,0.8705,0.2412
236.1056,8.2249,17.771,0.3484,0.2073
214.6779,-1.6842,20.433,0.742,0.1386
291.1375,-0.1772,13.76,0.2956,0.3333
83.9716,0.2996,14.772,0.4007,0.3985
205.399,7.5667,19.307,0.3653,0.209
74.2992,1.0183,14.027,0.4619,0.3463
103.9864,-5.8422,16.952,0.3574,0.3745
303.4701,4.9381,13.033,0.2836,0.2728
213.8974,6.0231,20.334,0.3855,0.2435
202.8882,4.714,19.203,0.4809,0.2709
263.1873,-0.7354,14.336,0.3726,0.1571
270.9067,-0.7898,15.11,0.3519,0.1274
142.3053,9.6632,15.146,0.2882,0.2127
135.4934,-3.9783,19.978,0.5079,0.2666
176.3619,-2.4262,18.327,0.941,0.2567
245.6025,0.6093,16.682,0.6066,0.3595
254.7139,2.4377,15.28,0.5093,0.4035
147.2674,-9.4296,15.518,0.2938,0.2363
155.694,-1.6279,19.321,0.8213,0.1369
212.0617,0.9937,20.11,0.7844,0.2455
260.2924,-2.1351,14.49,0.3918,0.2172
182.2506,-2.7374,18.314,0.9411,0.3744
154.1338,-1.9265,19.46,0.7931,0.2214
169.7697,5.5841,18.481,0.6384,0.4769
96.0494,-7.6592,15.832,0.4231,0.2621
198.6444,-8.72,16.77,0.3153,0.1018
198.2757,-4.99,18.873,0.5258,0.1443
245.751,-4.9433,16.63,0.3455,0.2467
232.5363,-1.2703,18.353,0.7519,0.2837
131.7648,7.607,19.205,0.3733,0.3136
99.5078,1.3746,17.009,0.4482,0.1601
156.5853,-7.7605,18.828,0.3774,0.1269
256.6652,8.7068,15.153,0.2939,0.1326
206.8711,-8.3267,17.556,0.333,0.2569
107.1791,1.2149,15.774,0.4937,0.1515
107.6689,-0.9525,15.996,0.5586,0.3117
207.5255,8.6779,16.85,0.3279,0.2187
53.9339,-1.1168,13.505,0.3596,0.1439
211.7202,-4.8693,20.07,0.5271,0.321
123.0327,-3.4846,18.702,0.512,0.2059
234.5041,0.6981,18.022,0.7414,0.2885
181.0237,-3.7182,18.307,0.8989,0.344
247.5378,-3.0147,15.864,0.4782,0.382
180.0952,7.0885,18.305,0.5538,0.5268
83.8007,-4.7014,14.76,0.4087,0.206
146.9495,-4.7435,20.229,0.462,0.0923
85.7239,-1.5228,15.206,0.3879,0.2429
156.9777,-4.524,19.214,0.5555,0.1188
284.8829,1.4766,14.314,0.3152,0.3075
240.3174,-2.7702,16.568,0.5817,0.2859
175.5235,-2.3765,18.339,0.9299,0.3091
168.1573,6.6995,18.541,0.5162,0.3967
231.7466,0.5098,17.868,0.763,0.3933
79.9435,-0.5467,14.418,0.3987,0.3104
187.9374,-2.4009,18.411,0.8017,0.132
158.8136,6.1804,19.072,0.4429,0.2152
252.9717,4.915,16.106,0.334,0.2795
150.4148,5.0062,19.831,0.5557,0.3654
189.2275,2.4948,18.448,0.7528,0.2619
156.421,-9.5107,15.387,0.2954,0.1211
214.315,3.8026,20.387,0.538,0.3469
177.757,-2.1872,18.314,0.9633,0.2199
143.2657,-5.4015,20.709,0.4431,0.2748
122.7369,-4.0585,18.43,0.4829,0.2159
85.0219,-2.4601,15.183,0.3834,0.2128
190.1304,7.7746,18.478,0.4225,0.2702
74.0535,-0.4619,13.975,0.3942,0.3151
347.2489,-0.426,10.279,0.2794,0.1503
107.1049,1.6901,16.15,0.4538,0.1528
216.6012,2.1714,20.691,0.6567,0.284
151.6427,6.6848,19.702,0.3791,0.2662
339.2848,9.9464,10.695,0.6072,0.2005
207.1332,-0.9856,19.58,0.8118,0.2516
241.5645,2.9137,16.182,0.469,0.2829
193.4483,4.2022,18.61,0.5687,0.3069
104.2017,3.7857,16.686,0.3453,0.1859
179.1889,-1.439,18.306,0.9543,0.211
116.9592,0.341,17.426,0.5574,0.1164
162.8331,4.6889,18.805,0.5823,0.3155
217.5701,-3.9445,20.827,0.5378,0.2398
195.3253,-1.1956,18.702,0.799,0.2484
242.1242,3.8101,16.021,0.4337,0.2216
121.948,-1.7647,18.294,0.6039,0.1056
245.5191,-3.2505,16.591,0.4392,0.2885
226.4358,5.797,18.132,0.3772,0.2055
76.3053,0.6407,14.269,0.3556,0.3769
180.9538,3.1227,18.307,0.8925,0.5518
227.1651,-2.2829,17.08,0.6608,0.2912
228.4128,1.8212,17.531,0.6329,0.2431
53.7654,-2.6285,13.382,0.2784,0.162
69.7377,0.0459,14.303,0.3981,0.3006
349.3057,-3.1065,10.224,0.3024,0.1551
195.4845,-2.33,18.711,0.7551,0.4167
124.2074,0.4458,18.724,0.6408,0.2424
140.5041,3.0904,21.111,0.5268,0.3062
272.2662,-1.7337,15.048,0.3031,0.1433
215.9525,0.53,20.602,0.7703,0.1047
165.3255,9.4788,15.438,0.3882,0.28
178.6447,8.0055,18.255,0.5173,0.4276
220.0791,4.5713,19.965,0.4397,0.2189
241.1817,-4.844,15.962,0.3473,0.2091
96.9979,1.9745,15.518,0.3536,0.1409
253.4759,3.654,16.281,0.4418,0.385
142.1473,-4.9036,20.868,0.4527,0.2151
147.0978,6.934,20.21,0.34,0.2193
242.9267,5.069,16.318,0.3726,0.2252
251.0489,-5.5104,15.369,0.291,0.1966
173.3377,-6.6143,18.379,0.6721,0.3911
118.2088,-1.5125,17.612,0.593,0.1788
134.0725,5.7982,19.496,0.3429,0.3223
155.4363,-2.3549,19.344,0.7603,0.1686
142.245,-3.6733,20.854,0.5315,0.1218
155.7576,-3.2377,19.316,0.6782,0.1689
153.7852,-5.2195,19.493,0.4656,0.1301
213.1586,-2.9849,20.242,0.6426,0.2562
158.5127,2.5042,19.095,0.7046,0.2008
332.8564,4.3938,11.31,0.2792,0.1171
196.2687,1.0891,18.753,0.7862,0.1445
158.0817,3.604,19.127,0.6365,0.1822
227.2227,-3.6736,17.047,0.5234,0.2373
147.3635,3.2315,20.178,0.546,0.2773
186.0035,9.8375,14.88,0.3805,0.3255
176.7761,-8.1717,17.886,0.5655,0.2464
107.5753,-3.5077,15.92,0.4852,0.357
251.4954,0.8589,15.939,0.6627,0.6398
235.127,-1.2655,17.692,0.686,0.0943
72.4263,0.4644,14.108,0.3178,0.3128
189.3215,-5.3574,18.451,0.593,0.3421
206.1236,-3.2829,19.484,0.6215,0.0746
206.6203,-0.1641,19.531,0.8333,0.3212
203.9962,-4.568,19.295,0.542,0.1344
218.2048,-0.2164,20.228,0.795,0.1057
177.5857,-0.033,18.315,0.9418,0.2966
184.1194,1.3045,18.333,0.9369,0.3118
125.4768,1.7477,19.943,0.5739,0.3695
221.1774,-1.5348,19.409,0.7408,0.1263
96.7949,-5.1246,15.819,0.3369,0.2812
207.7928,0.8938,19.645,0.818,0.5426
238.9716,3.6642,16.332,0.4921,0.2793
218.1421,-0.3751,20.91,0.7917,0.1043
94.4813,-5.3506,15.904,0.3311,0.3085
158.872,-3.7167,19.068,0.6264,0.1408
191.9084,1.5628,18.544,0.7895,0.1706
196.3707,6.661,18.759,0.4468,0.2772
188.7752,6.8494,18.434,0.4983,0.3557
290.9228,2.24,14.013,0.2757,0.1752
170.4075,3.6381,18.46,0.7637,0.5796
77.5632,0.5475,14.099,0.3573,0.414
261.1408,0.9844,14.581,0.4379,0.2118
150.0049,-3.7118,19.875,0.5175,0.1239
177.9531,1.7689,18.312,0.9655,0.7449
254.1103,-3.2807,16.346,0.3947,0.2943
134.2556,1.6982,19.602,0.5757,0.1708
187.8743,6.349,18.409,0.5255,0.4153
189.8788,-5.9198,18.469,0.532,0.275
183.9588,-8.417,17.369,0.4868,0.4618
197.9991,1.8281,18.855,0.6993,0.1113
238.4994,-3.4455,16.917,0.4927,0.2773
160.5806,-3.7582,18.947,0.639,0.116
155.3061,-2.425,19.355,0.7509,0.1776
223.6688,-8.1726,17.611,0.3428,0.171
212.76,0.7884,20.193,0.7887,0.2216
253.484,3.2366,16.302,0.4967,0.4107
56.5412,-1.0182,12.796,0.3292,0.2046
223.8334,-3.7012,17.563,0.5354,0.1489
163.1825,-5.0565,18.785,0.604,0.1678
131.4588,-0.4166,20.245,0.7268,0.1292
169.6404,-6.745,18.486,0.6148,0.4315
170.4376,-4.1042,18.459,0.7667,0.3549
169.6661,0.9666,18.485,0.8774,0.3852
135.8992,-3.6584,20.427,0.5434,0.2545
238.0287,4.0697,16.9,0.5904,0.3243
219.3471,-7.6829,19.017,0.338,0.1789
107.1619,-0.6221,15.86,0.5651,0.2885
238.1047,-3.5025,16.834,0.4761,0.2842
174.0625,6.6545,18.364,0.6416,0.5094
211.5966,0.1954,20.055,0.8039,0.2143
127.4384,1.0873,20.074,0.59,0.2028
115.7702,1.405,17.052,0.4949,0.1407
164.7771,2.8565,18.697,0.7457,0.3867
268.5437,2.6137,14.731,0.3056,0.1573
143.4079,-8.3306,17.548,0.3311,0.2476
195.7416,-4.4873,18.725,0.5823,0.2956
174.3725,1.4773,18.358,0.9113,0.4343
241.1607,4.6587,16.02,0.3935,0.24
153.8768,-5.2322,19.484,0.4658,0.1299
259.1418,-1.4893,14.83,0.4085,0.2135
109.8951,-5.5536,16.207,0.4273,0.3881
147.3082,9.8357,14.883,0.2848,0.1876
258.163,-2.9503,14.726,0.4,0.2348
53.5047,-1.9001,13.382,0.2799,0.158
203.9766,4.4794,19.293,0.5073,0.3269
185.2208,-0.638,18.351,0.9093,0.1534
299.7016,5.0158,13.551,0.3978,0.2854
221.043,-2.9055,19.532,0.6248,0.2381
204.5898,5.9625,19.346,0.4718,0.2952
277.4782,3.2689,15.394,0.2908,0.2396
65.0317,1.8911,13.36,0.3075,0.1437
139.2373,7.9741,18.327,0.2928,0.2214
105.2451,1.0268,16.238,0.4754,0.1763
152.7254,-0.1515,19.594,0.9218,0.4264
188.3492,-2.7508,18.422,0.7853,0.1403
147.1234,0.3147,20.207,0.8442,0.3569
136.6754,-2.792,21.73,0.6208,0.1825
180.6833,2.4781,18.306,0.9276,0.5113
258.7303,0.9422,14.808,0.4647,0.1804
216.5623,5.0638,20.686,0.4449,0.2327
197.056,-8.7586,16.696,0.3345,0.0629
60.9837,5.9167,13.259,0.4177,0.1934
181.4935,6.0847,18.309,0.6487,0.5603
97.069,5.7234,15.564,0.2772,0.2619
263.8914,2.2052,14.691,0.406,0.304
94.854,-6.0028,16.215,0.3049,0.2963
158.3167,3.9465,19.109,0.6184,0.1565
259.4435,3.1167,14.972,0.3845,0.2345
96.4787,-2.1365,15.808,0.44,0.1581
229.7636,1.3094,17.606,0.689,0.2891
234.3784,-5.6508,18.137,0.3846,0.2185
79.5593,0.0199,14.604,0.3748,0.3628
146.8851,9.6362,15.188,0.2793,0.1754
253.4349,5.0676,16.173,0.3181,0.2782
241.8382,-4.1618,16.188,0.3773,0.2258
39.7564,-0.5683,13.706,0.2821,0.154
125.6749,-6.748,19.975,0.3145,0.1737
190.9478,-2.0652,18.507,0.7928,0.2261
351.2842,-2.5761,10.188,0.4488,0.2196
146.2219,2.1235,20.319,0.6412,0.3683
56.4136,0.8162,12.844,0.2887,0.2116
140.8422,-8.7019,16.804,0.3009,0.2728
167.3006,2.1892,18.577,0.7985,0.3046
132.1617,5.5715,20.75,0.348,0.3046
171.006,-2.2307,18.441,0.8706,0.2894
108.5558,-0.9185,15.926,0.565,0.3074
95.6785,0.2998,15.807,0.435,0.2043
245.4249,0.1108,16.236,0.6247,0.4051
172.2373,1.2241,18.406,0.8786,0.3605
147.5927,6.7697,20.151,0.3456,0.2004
231.5381,-2.1152,17.663,0.6636,0.2856
202.3481,9.8697,14.832,0.3325,0.1675
177.8761,7.1397,18.313,0.5906,0.5076
148.1943,-7.8435,18.63,0.3206,0.141
90.6046,-2.8953,14.835,0.3904,0.2149
230.7428,2.3415,17.44,0.5918,0.3201
209.2618,-7.8224,18.68,0.3467,0.2409
263.1729,0.0233,14.352,0.4076,0.2172
201.2439,-2.7518,19.076,0.722,0.2382
97.6397,5.8966,16.163,0.2766,0.246
182.5372,-9.6254,15.205,0.4051,0.3694
26.9434,-0.4971,13.368,0.282,0.2365
159.9786,-9.0934,16.086,0.3181,0.1553
133.0123,-1.5352,19.859,0.7075,0.2079
174.2991,-0.6384,18.36,0.941,0.2869
268.6702,-0.0625,14.586,0.3894,0.0916
230.2566,-0.8859,17.602,0.7492,0.2306
175.8649,6.4531,18.334,0.6836,0.6018
188.1516,-3.1008,18.417,0.7763,0.2026
190.4987,0.2889,18.49,0.8757,0.232
205.2862,1.3672,19.408,0.7594,0.2166
252.9173,5.4801,15.935,0.3041,0.2578
193.0859,-4.219,18.594,0.6141,0.3099
123.4402,-3.4664,18.482,0.5079,0.1905
219.1922,8.0081,18.249,0.3652,0.224
194.9146,2.2887,18.681,0.6849,0.1267
215.628,-6.3924,20.559,0.3855,0.2068
236.9133,-1.3459,18.008,0.662,0.1072
162.4289,-3.328,18.829,0.6908,0.1195
94.9314,-7.4676,16.085,0.3326,0.2239
206.8932,-1.6888,19.557,0.7959,0.1742
230.664,6.2683,17.446,0.3757,0.1904
214.3119,-6.5871,20.386,0.3943,0.1911
204.2424,-1.4185,19.316,0.8306,0.2549
84.9512,-4.3042,15.116,0.3738,0.1764
227.3533,-5.152,17.171,0.4564,0.2701
96.9071,2.1389,15.605,0.3489,0.1469
169.7741,2.5467,18.481,0.8086,0.4646
84.5663,3.5353,14.924,0.2836,0.339
128.9963,3.0658,20.543,0.4484,0.3764
169.7915,-1.4271,18.48,0.8881,0.2337
169.7531,-2.9214,18.482,0.8228,0.2933
220.8653,-0.7349,19.424,0.7777,0.0861
107.4579,0.2838,15.928,0.5519,0.2161
208.2871,-5.2505,19.695,0.4696,0.1675
176.8151,-1.6153,18.322,0.9581,0.238
68.1385,0.6702,13.859,0.4085,0.2338
185.9978,-2.2972,18.365,0.8472,0.1459
154.1432,1.5712,19.459,0.7907,0.5855
219.5322,8.4161,17.371,0.3671,0.2213
201.8689,3.1756,19.123,0.6208,0.2389
186.1761,1.4428,18.369,0.8823,0.2139
133.8484,2.3604,19.81,0.5286,0.2023
141.9271,-3.8665,20.9,0.5122,0.1191
206.6081,-1.4373,19.53,0.7978,0.2262
273.9468,0.6293,15.255,0.3514,0.2952
156.1709,-2.8206,19.281,0.7245,0.1395
286.8382,6.8486,14.014,0.3191,0.3302
154.7445,-7.0364,19.405,0.3741,0.1534
264.1788,0.7818,14.683,0.4599,0.2571
194.2283,-6.34,18.647,0.4516,0.1844
53.5318,4.4766,13.358,0.2911,0.2074
265.878,-0.413,14.307,0.4131,0.1707
196.2912,4.5565,18.755,0.5703,0.2802
144.8707,-0.5618,20.492,0.7411,0.0984
255.9152,0.1555,15.761,0.5981,0.2836
196.9614,7.633,18.793,0.3804,0.1995
242.6333,6.9852,16.195,0.3086,0.1406
148.8661,-1.1428,20.002,0.8003,0.2043
218.6922,-2.3911,20.076,0.658,0.1601
243.9626,-3.436,15.639,0.4446,0.2553
297.1573,-0.9881,14.081,0.2855,0.3747
86.3207,-2.5515,14.707,0.3871,0.1847
196.9341,0.6577,18.791,0.8092,0.1913
208.8702,-7.2443,19.755,0.3928,0.2429
136.6655,2.4552,21.732,0.5326,0.2513
112.798,-1.6448,16.582,0.5698,0.3513
182.1866,-8.2957,17.621,0.5104,0.3356
187.1407,-5.0421,18.391,0.7159,0.4937
219.0269,-2.6915,20.025,0.6332,0.1847
168.2491,4.4736,18.538,0.6874,0.4753
155.496,-1.7939,19.338,0.8101,0.1543
111.3508,4.5351,16.337,0.287,0.1662
155.7232,-6.6714,19.319,0.4183,0.1815
155.5802,4.2778,19.331,0.5609,0.3775
281.9649,3.6437,14.635,0.2941,0.2
135.8229,3.2038,20.289,0.4826,0.4174
132.4799,3.4121,20.578,0.4653,0.4002
205.8753,4.4294,19.461,0.5343,0.3303
206.3929,3.772,19.509,0.5792,0.3937
175.0628,4.6785,18.346,0.7953,0.8084
258.0287,-4.006,14.915,0.2937,0.1538
201.8365,-7.6023,19.121,0.3625,0.1409
110.0732,-1.8316,16.13,0.573,0.3484
53.6552,-3.0774,13.372,0.2801,0.1552
268.4045,2.7227,14.855,0.3023,0.1615
151.0902,3.0915,19.759,0.6078,0.4649
261.8473,-0.4152,14.486,0.4169,0.2162
130.818,7.1816,20.267,0.4231,0.2848
249.2804,5.5952,15.767,0.3063,0.1641
130.9798,-1.3591,20.306,0.725,0.2491
220.6749,-0.6363,19.737,0.7826,0.0836
52.0662,0.0779,13.162,0.3188,0.1932
226.886,-2.8195,17.188,0.5945,0.2359
212.0301,3.2474,20.106,0.593,0.3451
136.2073,5.2408,21.811,0.4038,0.3369
124.5204,2.3606,18.686,0.5404,0.4089
247.1691,-5.5936,15.644,0.3238,0.2152
215.4612,-2.5179,20.536,0.674,0.2107
218.4292,-0.945,20.224,0.784,0.1058
87.1344,4.3538,14.696,0.3389,0.2931
118.4445,-1.1594,17.548,0.6158,0.1712
222.1395,-7.2924,18.432,0.3227,0.1197
207.4267,1.3238,19.609,0.7777,0.5671
218.7802,1.5182,20.157,0.7039,0.2917
269.8511,0.7469,14.633,0.3484,0.1133
163.3496,7.6454,18.775,0.4347,0.3307
183.005,2.9393,18.32,0.8847,0.4746
134.1634,4.6663,19.47,0.3864,0.3573
194.2213,-8.2353,17.749,0.4062,0.1309
135.1073,4.346,20.169,0.4268,0.3955
83.7337,-3.1419,14.8,0.3768,0.187
79.5837,-0.8863,14.561,0.3763,0.2853
256.5436,0.2232,15.19,0.5541,0.2322
179.4627,2.3167,18.306,0.9508,0.6795
244.1445,-0.7323,15.591,0.6588,0.4999
182.2919,-0.1959,18.314,0.9171,0.1512
280.8733,2.8769,14.298,0.2871,0.166
234.8123,0.1409,17.869,0.7539,0.1481
249.2119,-0.8139,15.841,0.6048,0.5412
68.0143,-6.8482,13.836,0.2954,0.2161
100.5435,-3.3184,16.578,0.5372,0.274
191.0477,8.4586,17.284,0.373,0.2047
217.6426,-1.9223,20.838,0.697,0.1317
224.6502,-1.2181,17.975,0.7498,0.2729
267.0721,4.2801,14.632,0.289,0.2042
198.2939,2.5483,18.874,0.6475,0.0958
175.7101,-2.3712,18.336,0.9322,0.2877
176.4725,-5.0726,18.326,0.8156,0.2608
215.5585,9.2225,15.863,0.3191,0.2315
190.2236,-7.5452,18.481,0.4812,0.226
246.1446,5.9563,16.079,0.35,0.1797
259.7971,2.361,15.096,0.4198,0.2166
168.3836,-2.8604,18.532,0.8004,0.2949
254.3315,3.6945,16.246,0.4597,0.4059
167.1606,-2.0437,18.583,0.8469,0.2073
129.5148,6.94,20.088,0.3364,0.2757
192.7799,-9.6713,15.134,0.3444,0.2125
139.6566,0.0681,21.242,0.7516,0.104
78.2701,-5.5265,14.051,0.3528,0.2065
211.236,3.1933,20.014,0.5958,0.3671
87.0731,-1.3806,14.679,0.4441,0.2651
269.6778,1.4347,14.799,0.3407,0.134
295.9722,-0.5417,13.861,0.3233,0.3251
184.3482,6.6152,18.337,0.6032,0.5301
194.9302,8.1228,17.993,0.3372,0.2476
143.1057,8.9561,16.331,0.2799,0.2236
138.5566,5.6547,21.417,0.4072,0.3302
351.3943,-3.6987,10.187,0.342,0.205
98.9082,1.5873,16.276,0.4509,0.1517
157.4906,-9.5387,15.342,0.3125,0.145
110.1974,-0.7335,16.133,0.5846,0.2894
195.1904,-3.9875,18.695,0.6136,0.3235
232.2304,1.5564,18.442,0.678,0.4411
171.7084,-2.8755,18.42,0.8478,0.3257
184.8204,-5.0046,18.344,0.781,0.3932
249.9354,-0.1709,14.989,0.6453,0.5981
16.7909,-4.99,11.429,0.5732,0.3792
266.2141,-0.1153,14.298,0.4299,0.1847
179.8424,4.1795,18.305,0.8136,0.5711
147.8175,8.8429,16.538,0.2995,0.1987
258.4187,1.6203,14.566,0.4721,0.1987
154.5462,6.2845,19.423,0.4248,0.2492
68.8841,-1.7615,13.878,0.3776,0.1631
193.0939,-0.3688,18.594,0.8718,0.057
256.6941,-4.4532,15.152,0.3283,0.2248
189.7358,6.996,18.464,0.4644,0.3191
81.8849,-4.8124,14.707,0.2954,0.2123
271.9231,4.4254,15.123,0.2815,0.1984
82.8261,-1.61,15.283,0.4417,0.3368
210.7692,8.6891,16.829,0.3396,0.1943
333.6986,-3.3234,11.212,0.2793,0.1753
144.2358,4.1208,20.577,0.4622,0.2997
254.9505,-3.3934,15.531,0.371,0.2836
183.7424,0.1013,18.329,0.9505,0.2703
72.6826,-1.8367,13.844,0.3519,0.1393
114.3209,-7.0291,16.73,0.2841,0.3107
161.2591,-9.0295,16.199,0.3191,0.1508
147.7919,-7.6361,19.133,0.3359,0.1432
160.4958,-3.1966,18.953,0.696,0.1319
80.059,1.5427,14.494,0.3133,0.3914
238.0854,2.1614,16.845,0.5686,0.1712
236.1652,8.4791,17.242,0.3207,0.1983
214.9423,-3.1627,20.468,0.6221,0.2724
103.3201,-2.9174,16.703,0.5248,0.3565
180.254,-2.3257,18.305,0.9625,0.2142
136.8382,-2.8018,21.702,0.6168,0.1707
214.5118,8.585,17.031,0.3184,0.2173
353.981,-4.074,10.168,0.3305,0.1839
229.6974,-2.4369,17.78,0.6421,0.2322
109.7984,2.3584,16.208,0.4032,0.2038
188.2029,4.3114,18.418,0.655,0.337
95.814,-4.0696,15.817,0.4017,0.3133
231.2377,-0.8926,17.556,0.7753,0.2927
85.1054,-0.8741,15.146,0.3903,0.2752
133.6446,0.4449,19.818,0.6568,0.1066
117.3593,0.8376,17.38,0.5351,0.1319
268.5301,2.8549,14.734,0.2961,0.1681
128.8433,2.5209,20.452,0.4886,0.2843
106.5064,-6.7087,16.26,0.3735,0.3504
178.0806,-6.5011,18.311,0.6805,0.283
130.2399,-6.2727,20.576,0.3711,0.2377
202.9171,4.5294,19.206,0.4965,0.2767
115.081,-0.7351,16.916,0.5918,0.2905
128.5438,7.1523,20.419,0.2809,0.2758
145.1072,9.9397,14.729,0.3109,0.1723
178.0209,9.8276,14.895,0.4474,0.3492
84.3738,-2.0691,15.053,0.3847,0.2426
179.1819,1.6113,18.306,0.9686,0.6731
79.1917,-3.249,14.948,0.3752,0.2288
171.5717,9.2762,15.772,0.4381,0.2454
196.5579,-8.488,17.224,0.3565,0.0814
229.9358,1.5262,17.681,0.6719,0.2957
68.7763,3.0033,13.884,0.2913,0.1666
262.9571,3.9723,14.267,0.3115,0.2435
279.8543,1.6208,15.047,0.2938,0.1985
264.2815,1.7828,14.659,0.431,0.2849
160.188,0.1532,18.974,0.8944,0.2512
179.9941,1.4114,18.305,0.9686,0.549
182.7138,-3.1572,18.317,0.9089,0.3462
132.4746,0.6933,20.575,0.6393,0.1015
2.9228,-1.1349,10.332,0.3412,0.1898
159.8633,-0.8963,18.997,0.9058,0.2091
209.1991,-6.7413,19.79,0.429,0.2281
187.8425,-6.158,18.408,0.5963,0.4823
138.2454,2.4652,21.467,0.5477,0.2409
141.2801,1.2946,20.995,0.6919,0.3116
219.9339,7.05,19.936,0.4093,0.2366
144.3216,-1.893,20.565,0.6666,0.0496
122.7189,-3.614,18.478,0.5047,0.2061
232.4498,9.932,14.74,0.2814,0.0994
64.3595,0.2243,13.169,0.4152,0.2113
236.3519,-6.6889,17.527,0.317,0.1765
227.3397,-2.2919,17.137,0.659,0.3052
258.9377,0.9758,14.764,0.4602,0.1834
246.722,-1.7302,16.082,0.5543,0.4661
198.6768,5.8098,18.898,0.4672,0.2617
123.8547,7.4916,18.731,0.2926,0.2362
184.4335,-0.3659,18.338,0.9428,0.2279
205.8155,-7.9062,18.483,0.3575,0.2444
271.8607,1.939,15.146,0.3224,0.2682
126.4892,-7.6269,19.156,0.296,0.1914
132.5737,4.4873,20.58,0.4027,0.367
202.4411,-8.5076,17.185,0.3288,0.1556
176.4326,5.0214,18.326,0.7906,0.813
170.4631,9.958,14.702,0.4282,0.2612
261.4473,3.8679,14.297,0.4763,0.2205
129.1,7.9273,18.434,0.2779,0.2457
248.1882,1.9651,15.646,0.5566,0.2237
133.5003,4.916,20.186,0.3644,0.3507
102.444,6.1889,16.831,0.2829,0.241
247.045,3.0502,15.893,0.4285,0.1774
182.7831,-1.8606,18.318,0.953,0.2752
145.9891,-5.4556,20.348,0.4312,0.1255
210.2469,-7.0767,19.903,0.3931,0.2156
173.6501,3.8235,18.373,0.8221,0.6916
192.5564,3.6934,18.571,0.6057,0.2621
169.4488,9.4585,15.471,0.414,0.2816
216.3949,2.584,20.663,0.6133,0.2867
221.9252,8.4648,17.271,0.2944,0.1952
181.0906,-0.8751,18.307,0.9369,0.1204
22.9188,-8.6832,12.419,0.311,0.1778
147.2924,4.3681,20.187,0.4655,0.2336
232.7287,3.7418,18.259,0.4583,0.2138
216.2008,3.6974,20.636,0.5296,0.2596
153.6629,-2.1653,19.504,0.7685,0.2122
167.8524,-9.9323,14.74,0.4138,0.3385
74.7629,0.786,14.101,0.3979,0.3427
177.6879,-1.2674,18.314,0.9553,0.2222
239.7348,-0.0295,16.917,0.693,0.3788
179.0681,-1.2595,18.307,0.9525,0.2134
179.8886,0.5703,18.305,0.9527,0.3946
256.0346,-2.4474,15.524,0.4442,0.2403
134.531,0.7307,20.313,0.6476,0.1576
117.6205,-2.5692,17.643,0.5307,0.2855
255.6082,0.4078,15.288,0.5978,0.3259
